text,language,split
"La computación cuántica representa un cambio de paradigma en el poder computacional y las capacidades de resolución. Internet ha revolucionado la comunicación, el comercio y el acceso a la información a nivel global.",spa,train
"Space exploration has expanded our understanding of the universe and our place within it. Data science combines statistics, programming, and domain expertise to extract insights from data.",eng,train
Le traitement du langage naturel permet aux ordinateurs de comprendre le langage humain de manière précise. Le changement climatique est l'un des défis les plus pressants auxquels l'humanité est confrontée.,fra,train
The quick brown fox jumps over the lazy dog. This is a sample English text for language identification. Cultural diversity enriches communities and promotes understanding between different groups.,eng,train
"The internet has revolutionized communication, commerce, and access to information globally. Medical research continues to advance treatments and improve quality of life for millions.",eng,train
Le traitement du langage naturel permet aux ordinateurs de comprendre le langage humain de manière précise. L'exploration spatiale a élargi notre compréhension de l'univers et de notre place dans celui-ci.,fra,train
"El Renacimiento fue un período de renacimiento cultural que transformó el arte, la literatura y la ciencia europeas. La investigación médica continúa avanzando en tratamientos y mejorando la calidad de vida de millones.",spa,train
"El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos. La ciencia de datos combina estadísticas, programación y experiencia del dominio para extraer insights.",spa,train
La democracia requiere participación activa de los ciudadanos para funcionar efectivamente y representar diversos intereses. La diversidad cultural enriquece las comunidades y promueve la comprensión entre diferentes grupos.,spa,train
"Python est un langage de programmation de haut niveau connu pour sa simplicité et sa lisibilité. La Renaissance fut une période de renouveau culturel qui transforma l'art, la littérature et la science européennes.",fra,train
"La Renaissance fut une période de renouveau culturel qui transforma l'art, la littérature et la science européennes. Le changement climatique est l'un des défis les plus pressants auxquels l'humanité est confrontée.",fra,train
La democracia requiere participación activa de los ciudadanos para funcionar efectivamente y representar diversos intereses. El zorro marrón rápido salta sobre el perro perezoso. Este es un ejemplo de texto en español.,spa,test
Python est un langage de programmation de haut niveau connu pour sa simplicité et sa lisibilité. La recherche médicale continue d'améliorer les traitements et la qualité de vie de millions de personnes.,fra,train
Le traitement du langage naturel permet aux ordinateurs de comprendre le langage humain de manière précise. Les sources d'énergie renouvelable comme le solaire et l'éolien sont essentielles pour le développement durable.,fra,val
